RN;SAT;Regiío;Estado;Latitude;Longitude;Alt.Orto. (H);Alt.Geom. (h);Ondula?ío (N) Conexío *;Ondula?ío (N) MAPGEO2015 **;Discrepüncias dif.Conexío_X_MAPGEO2015;Link do SAT no Banco de Dados
854N;96544;NORDESTE;MARANHÄO;-7,0430844;-44,6002541;262,6072;239,921;-22,69;-22,49;-0,2;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96544
858G;96549;NORDESTE;MARANHÄO;-3,579631;-44,658179;13,6398;-13,557;-27,2;-26,8;-0,4;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96549
862M;92568;NORDESTE;MARANHÄO;-3,909315;-45,589766;36,8787;8,81;-28,07;-27,84;-0,23;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92568
862X;92567;NORDESTE;MARANHÄO;-4,021707;-45,754452;46,3955;18,397;-28;-27,74;-0,26;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92567
9528B;92206;NORDESTE;MARANHÄO;-3,056356;-45,638422;63,6369;35,658;-27,98;-27,53;-0,45;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92206
9529A;90828;NORDESTE;MARANHÄO;-4,246817;-46,199048;295,3964;268,005;-27,39;-27,2;-0,19;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=90828
1837D;96509;NORDESTE;PARAôçBA;-6,7698148;-37,796146;187,5316;179,583;-7,95;-7,98;0,03;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96509
1883L;96510;NORDESTE;PARAôçBA;-7,3538393;-38,1497288;321,5451;313,073;-8,47;-8,5;0,03;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96510
2452U;96508;NORDESTE;PARAôçBA;-7,1585891;-36,796535;545,7851;540,98;-4,81;-5,05;0,24;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96508
435X;96506;NORDESTE;PARAôçBA;-6,7832581;-35,9753231;429,7434;425,978;-3,77;-4;0,23;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96506
1807P;96520;NORDESTE;PERNAMBUCO;-7,9918813;-38,298692;429,8804;421,195;-8,69;-8,75;0,06;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96520
1811V;96518;NORDESTE;PERNAMBUCO;-8,369996;-36,594488;678,7345;673,003;-5,73;-5,9;0,17;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96518
2476U;96517;NORDESTE;PERNAMBUCO;-8,768023;-36,249865;679,3415;673,764;-5,58;-5,81;0,23;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96517
2718T;93088;NORDESTE;PERNAMBUCO;-9,3650328;-40,5651529;383,6528;370,505;-13,15;-13,09;-0,06;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93088
348T;96519;NORDESTE;PERNAMBUCO;-8,6888124;-37,8651796;602,579;593,568;-9,01;-8,91;-0,1;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96519
3640F;99572;NORDESTE;PERNAMBUCO;-8,0631629;-34,8711388;3,2453;-2,269;-5,51;-5,75;0,24;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=99572
3640Z;93110;NORDESTE;PERNAMBUCO;-8,0509638;-34,9515164;25,6096;20,179;-5,43;-5,53;0,1;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93110
3672A;93315;NORDESTE;PERNAMBUCO;-8,3071419;-35,0722694;51,1579;45,621;-5,54;-5,68;0,14;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93315
3672U;93317;NORDESTE;PERNAMBUCO;-8,3067793;-35,2555933;95,7293;90,192;-5,54;-5,59;0,05;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93317
3673L;93319;NORDESTE;PERNAMBUCO;-8,1543402;-35,2639372;327,1681;321,772;-5,4;-5,48;0,08;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93319
3675C;93321;NORDESTE;PERNAMBUCO;-8,0584701;-34,9522852;9,3843;3,938;-5,45;-5,55;0,1;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93321
3675H;93316;NORDESTE;PERNAMBUCO;-8,3641074;-35,2151264;95,7579;90,249;-5,51;-5,64;0,13;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93316
2608J;96539;NORDESTE;PIAUôç;-3,839444;-42,417813;72,8463;52,045;-20,8;-20,65;-0,15;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96539
2609F;96535;NORDESTE;PIAUôç;-6,4777445;-42,3397744;422,0681;403,009;-19,06;-18,93;-0,13;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96535
2623L;96522;NORDESTE;PIAUôç;-6,9943136;-41,3663118;220,8999;206,031;-14,87;-14,74;-0,13;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96522
2642R;96532;NORDESTE;PIAUôç;-7,3537629;-40,7632923;482,1763;470,368;-11,81;-11,73;-0,08;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96532
2669A;96526;NORDESTE;PIAUôç;-9,0588068;-44,3151604;258,9824;240,926;-18,06;-17,94;-0,12;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96526
2670H;96529;NORDESTE;PIAUôç;-9,825378;-45,334722;496,2645;479,167;-17,1;-16,97;-0,13;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96529
2672D;96528;NORDESTE;PIAUôç;-10,5195259;-45,1884866;519,8673;504,538;-15,33;-15,36;0,03;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96528
2758B;96530;NORDESTE;PIAUôç;-6,7684298;-43,0193867;113,556;92,725;-20,83;-20,61;-0,22;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96530
2761E;96525;NORDESTE;PIAUôç;-8,0870746;-42,951288;267,4645;249,704;-17,76;-17,48;-0,28;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96525
529U;96541;NORDESTE;PIAUôç;-3,8999;-41,7109599;92,1016;73,822;-18,28;-18,06;-0,22;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96541
533D;92192;NORDESTE;PIAUôç;-3,0737419;-41,2632702;16,7283;-0,39;-17,12;-17,04;-0,08;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92192
545H;96538;NORDESTE;PIAUôç;-5,4667251;-41,3429863;269,8898;254,245;-15,64;-15,83;0,19;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96538
561H;96537;NORDESTE;PIAUôç;-4,970316;-42,374193;154,4151;133,782;-20,63;-20,39;-0,24;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96537
567V;96534;NORDESTE;PIAUôç;-6,2638036;-41,4040543;286,9211;271,174;-15,75;-15,6;-0,15;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96534
574E;96536;NORDESTE;PIAUôç;-5,5880675;-42,6141566;137,6626;116,873;-20,79;-20,65;-0,14;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96536
591A;96523;NORDESTE;PIAUôç;-7,8858017;-41,8908994;305,9828;290,655;-15,33;-15,37;0,04;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96523
593B;96533;NORDESTE;PIAUôç;-8,1036939;-41,0739238;370,0663;357,824;-12,24;-12,23;-0,01;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96533
874J;96527;NORDESTE;PIAUôç;-10,1123917;-44,2175616;354,0216;339,291;-14,73;-14,91;0,18;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96527
2418V;96505;NORDESTE;RIO GRANDE DO NORTE;-6,1161933;-35,6799947;145,221;140,849;-4,37;-4,56;0,19;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96505
2648J;96504;NORDESTE;RIO GRANDE DO NORTE;-5,5610114;-35,7411058;110,2491;105,428;-4,82;-5,1;0,28;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96504
440G;96502;NORDESTE;RIO GRANDE DO NORTE;-5,7889389;-37,5595585;157,8478;150,934;-6,91;-7;0,09;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96502
2525X;96512;NORDESTE;SERGIPE;-9,9861;-37,095139;46,3154;37,045;-9,27;-9,26;-0,01;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96512
2550R;96511;NORDESTE;SERGIPE;-10,9434083;-37,199616;57,5366;47,296;-10,24;-10,35;0,11;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96511
324E;93137;NORDESTE;SERGIPE;-11,1109666;-37,8483687;225,2355;215,378;-9,86;-9,9;0,04;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93137
778J;91285;NORTE;AMAZONAS;-8,2512707;-63,9312163;80,2756;91,095;10,82;11,13;-0,31;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=91285
780L;92831;NORTE;AMAZONAS;-7,550305;-63,077595;59,432;66,353;6,92;7,29;-0,37;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92831
1608J;93997;NORTE;PARÊÅ;-1,58255;-48,016363;28,6338;3,042;-25,59;-25,11;-0,48;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93997
840U;90609;NORTE;PARÊÅ;-1,297518;-47,949816;45,5228;19,941;-25,58;-25,16;-0,42;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=90609
984C;90448;NORTE;PARÊÅ;-6,8353307;-49,5828738;221,8345;200,259;-21,58;-21,97;0,39;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=90448
993D;90411;NORTE;PARÊÅ;-7,142402;-55,382231;224,3235;208,574;-15,75;-15,37;-0,38;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=90411
760N;91287;NORTE;RONDÉNIA;-10,5925629;-62,3527983;245,309;259,664;14,36;14,27;0,08;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=91287
762M;91242;NORTE;RONDÉNIA;-9,9286931;-63,0588031;117,1506;131,324;14,17;14,23;-0,06;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=91242
763R;91286;NORTE;RONDÉNIA;-9,368122;-63,1341946;120,6935;132,867;12,17;12,27;-0,1;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=91286
9517C;90012;NORTE;RONDÉNIA;-8,7405439;-63,9032861;85,2713;97,22;11,95;12,05;-0,1;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=90012
1377E;92821;NORTE;TOCANTINS;-12,914303;-46,9537749;748,7745;731,301;-17,47;-17,46;-0,01;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92821
1379P;92616;NORTE;TOCANTINS;-12,6213725;-47,8861538;270,1947;253,616;-16,58;-16,4;-0,18;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92616
1384R;92829;NORTE;TOCANTINS;-11,600182;-50,5704364;190,0378;172,615;-17,42;-17,22;-0,2;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92829
2208H;92823;NORTE;TOCANTINS;-10,9311899;-48,5230495;252,8454;236,485;-16,36;-16,17;-0,19;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92823
2305V;92822;NORTE;TOCANTINS;-11,7925663;-46,9062941;421,8932;404,508;-17,39;-17,25;-0,14;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92822
2312G;92820;NORTE;TOCANTINS;-12,4210016;-48,6240231;298,3859;284,32;-14,07;-14,03;-0,04;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92820
3251U;92617;NORTE;TOCANTINS;-12,7437272;-48,2374296;268,6431;253,685;-14,96;-14,78;-0,18;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92617
3254A;92615;NORTE;TOCANTINS;-12,2898137;-48,2392581;290,1915;275,035;-15,16;-15,11;-0,05;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92615
682P;92825;NORTE;TOCANTINS;-9,7648506;-48,7034962;338,5989;319,87;-18,73;-18,57;-0,16;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92825
687B;92828;NORTE;TOCANTINS;-7,550267;-48,416437;268,1823;245,422;-22,76;-22,42;-0,34;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92828
946V;92824;NORTE;TOCANTINS;-9,5654998;-46,6165731;453,8431;433,747;-20,1;-20,36;0,26;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92824
1087A;91596;SUDESTE;ESPôçRITO SANTO;-20,233138;-40,275373;33,5281;25,889;-7,64;-7,36;-0,28;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=91596
173D;96067;SUDESTE;ESPôçRITO SANTO;-19,9341059;-40,6008784;651,0328;644,528;-6,5;-6,85;0,35;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96067
3281R;96066;SUDESTE;ESPôçRITO SANTO;-19,051492;-40,0292262;47,9021;40,224;-7,68;-7,88;0,2;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96066
3286J;91849;SUDESTE;ESPôçRITO SANTO;-18,7117171;-39,8761929;43,868;36,222;-7,65;-7,85;0,2;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=91849
4005A;96068;SUDESTE;ESPôçRITO SANTO;-21,1152472;-41,025531;26,4805;19,599;-6,88;-7,02;0,14;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96068
4006L;96065;SUDESTE;ESPôçRITO SANTO;-20,7697658;-41,1627492;71,4975;64,767;-6,73;-6,92;0,19;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96065
4007M;96064;SUDESTE;ESPôçRITO SANTO;-20,7495066;-41,473122;114,5818;108,145;-6,44;-6,53;0,09;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96064
4018Z;91847;SUDESTE;ESPôçRITO SANTO;-20,2124997;-40,2680291;37,2254;30,086;-7,14;-7,37;0,23;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=91847
4025P;91871;SUDESTE;ESPôçRITO SANTO;-18,1331624;-40,3636408;188,538;179,816;-8,72;-8,86;0,14;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=91871
4028M;93699;SUDESTE;ESPôçRITO SANTO;-18,3806063;-40,8195724;234,2863;225,186;-9,1;-9,27;0,17;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93699
4030J;91872;SUDESTE;ESPôçRITO SANTO;-18,7505876;-40,8897362;211,7365;202,712;-9,02;-9,21;0,19;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=91872
4035N;91873;SUDESTE;ESPôçRITO SANTO;-19,887453;-40,8675409;185,099;177,945;-7,15;-7,26;0,11;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=91873
108L;91630;SUDESTE;MINAS GERAIS;-20,6601721;-43,7859457;995,0392;990,966;-4,07;-4,3;0,23;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=91630
1138C;91740;SUDESTE;MINAS GERAIS;-19,6444121;-42,8188547;341,2792;330,821;-10,46;-10,24;-0,22;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=91740
1169D;91771;SUDESTE;MINAS GERAIS;-18,4803693;-43,0386095;702,1681;692,161;-10,01;-10,07;0,06;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=91771
1172T;96059;SUDESTE;MINAS GERAIS;-18,3665645;-44,4404761;638,4285;628,095;-10,33;-10,32;-0,01;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96059
1293J;93923;SUDESTE;MINAS GERAIS;-16,1146103;-45,6238287;592,746;579,351;-13,4;-13,39;0;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93923
135I;96063;SUDESTE;MINAS GERAIS;-20,3300221;-42,3647084;675,1005;668,878;-6,22;-6,5;0,28;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96063
146Q;96056;SUDESTE;MINAS GERAIS;-18,5894766;-46,5169278;834,0203;824,346;-9,67;-9,56;-0,11;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96056
215S;96055;SUDESTE;MINAS GERAIS;-17,2240651;-46,8743006;683,0857;670,48;-12,61;-12,55;-0,06;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96055
2163L;96057;SUDESTE;MINAS GERAIS;-19,4001171;-47,3213885;1096,2499;1087,917;-8,33;-8,52;0,19;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96057
2286G;91243;SUDESTE;MINAS GERAIS;-15,6242188;-46,4223333;551,7776;538,06;-13,72;-13,53;-0,19;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=91243
2319S;93906;SUDESTE;MINAS GERAIS;-17,347949;-44,9068594;510,6511;498,335;-12,32;-12,27;-0,05;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93906
2332A;96061;SUDESTE;MINAS GERAIS;-17,2132359;-44,4454414;559,0887;546,912;-12,18;-12,13;-0,05;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96061
2981F;91791;SUDESTE;MINAS GERAIS;-20,3015;-49,1972345;450,8395;443,34;-7,5;-7,33;-0,17;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=91791
2990V;91691;SUDESTE;MINAS GERAIS;-20,357224;-47,0360243;722,7109;715,574;-7,14;-6,95;-0,19;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=91691
2992M;91677;SUDESTE;MINAS GERAIS;-20,2835598;-47,0643936;669,2814;662,175;-7,11;-7,16;0,05;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=91677
2992S;91674;SUDESTE;MINAS GERAIS;-20,2862672;-47,0642366;669,316;662,037;-7,28;-7,16;-0,12;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=91674
2992T;91673;SUDESTE;MINAS GERAIS;-20,2863026;-47,0668528;631,6414;624,514;-7,13;-7,15;0,02;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=91673
